Player,Player-additional,Team,MP,OBPM,DBPM,VORP,Pos,Year,Salary
Luka Garza,garzalu01,MIN,243,2.2,-2.6,0.1,C,2023,925258.0
Luka Garza,garzalu01,MIN,219,-0.4,-1.9,0.0,C,2025,2162606.0
Marc Gasol,gasolma01,LAL,993,-1.4,3.7,1.1,C,2021,2564753.0
Rudy Gay,gayru01,SAS,1358,-0.1,0.0,0.6,PF,2021,14500000.0
Rudy Gay,gayru01,UTA,1038,-0.7,-0.3,0.3,PF,2022,5890000.0
Rudy Gay,gayru01,UTA,816,-3.6,-0.4,-0.4,PF,2023,6184500.0
Keyonte George,georgke01,UTA,2023,-1.5,-2.9,-1.2,PG,2024,3889800.0
Keyonte George,georgke01,UTA,2109,-0.2,-2.5,-0.3,PG,2025,4084200.0
Kyshawn George,georgky01,WAS,1802,-3.8,-0.3,-0.9,SG,2025,2825520.0
Paul George,georgpa01,LAC,1821,3.9,0.3,2.9,SF,2021,35450412.0
Paul George,georgpa01,LAC,1077,1.8,1.9,1.6,PF,2022,39344900.0
Paul George,georgpa01,LAC,1939,2.4,0.3,2.3,SF,2023,42492492.0
Paul George,georgpa01,LAC,2502,2.9,0.2,3.3,PF,2024,45640084.0
Paul George,georgpa01,PHI,1334,-0.5,0.1,0.5,PF,2025,49205800.0
Taj Gibson,gibsota01,NYK,936,-0.7,2.1,0.8,C,2021,1442968.0
Taj Gibson,gibsota01,NYK,946,-3.0,1.0,0.0,C,2022,4910000.0
Taj Gibson,gibsota01,WAS,480,-3.6,0.5,-0.1,C,2023,1836090.0
Taj Gibson,gibsota01,NYK,165,-6.9,0.0,-0.2,PF,2024,348225.0
Taj Gibson,gibsota01,CHO,409,-5.2,-0.1,-0.3,C,2025,2087519.0
Josh Giddey,giddejo01,OKC,1700,-1.2,0.3,0.5,SF,2022,5988000.0
Josh Giddey,giddejo01,OKC,2367,1.5,-0.3,1.9,PF,2023,6287280.0
Josh Giddey,giddejo01,OKC,2011,1.0,0.4,1.8,SG,2024,6587040.0
Josh Giddey,giddejo01,CHI,2117,1.9,1.1,2.7,PG,2025,8352367.0
Harry Giles,gilesha01,POR,348,-3.2,0.2,-0.1,C,2021,1620564.0
Shai Gilgeous-Alexander,gilgesh01,OKC,1180,3.9,0.2,1.8,SG,2021,4141320.0
Shai Gilgeous-Alexander,gilgesh01,OKC,1942,2.9,0.5,2.7,PG,2022,5495532.0
Shai Gilgeous-Alexander,gilgesh01,OKC,2416,5.7,1.5,5.6,PG,2023,30913750.0
Shai Gilgeous-Alexander,gilgesh01,OKC,2553,6.7,2.3,7.1,PG,2024,33386850.0
Shai Gilgeous-Alexander,gilgesh01,OKC,2598,8.9,2.6,8.9,PG,2025,35859950.0
Anthony Gill,gillan01,WAS,218,-1.6,0.3,0.0,PF,2021,898310.0
Anthony Gill,gillan01,WAS,463,-0.6,-1.3,0.0,PF,2022,1517981.0
Anthony Gill,gillan01,WAS,624,-2.4,-0.9,-0.2,PF,2023,1836090.0
Anthony Gill,gillan01,WAS,466,-2.6,-1.5,-0.3,PF,2024,1997239.0
Anthony Gill,gillan01,WAS,397,-3.0,-1.5,-0.3,PF,2025,2237691.0
Freddie Gillespie,gillefr01,TOR,392,-3.1,-0.1,-0.1,PF,2021,116903.0
Rudy Gobert,goberru01,UTA,2187,2.1,2.8,3.8,C,2021,27525281.0
Rudy Gobert,goberru01,UTA,2120,2.9,1.7,3.6,C,2022,35344828.0
Rudy Gobert,goberru01,MIN,2148,0.0,0.7,1.4,C,2023,38172414.0
Rudy Gobert,goberru01,MIN,2593,0.1,1.7,2.5,C,2024,41000000.0
Rudy Gobert,goberru01,MIN,2388,0.6,1.3,2.4,C,2025,43827587.0
Brandon Goodwin,goodwbr01,ATL,620,-2.5,-0.6,-0.2,PG,2021,1701593.0
Jordan Goodwin,goodwjo01,WAS,1106,-0.7,1.4,0.8,PG,2023,900000.0
Jordan Goodwin,goodwjo01,LAL,543,-1.7,0.8,0.2,PG,2025,223718.0
Aaron Gordon,gordoaa01,ORL,736,0.5,0.1,0.5,PF,2021,18136364.0
Aaron Gordon,gordoaa01,DEN,2376,0.5,-1.1,0.9,PF,2022,16409091.0
Aaron Gordon,gordoaa01,DEN,2055,2.4,-0.3,2.1,PF,2023,19690909.0
Aaron Gordon,gordoaa01,DEN,2297,1.2,0.1,1.9,PF,2024,22266182.0
Aaron Gordon,gordoaa01,DEN,1447,2.7,-1.5,1.2,PF,2025,22841455.0
Eric Gordon,gordoer01,HOU,789,0.7,-1.7,0.2,SG,2021,16869276.0
Eric Gordon,gordoer01,HOU,1669,-0.1,-2.2,-0.1,SG,2022,18218818.0
Eric Gordon,gordoer01,PHO,1893,-1.3,-0.5,0.1,SG,2024,3196448.0
Eric Gordon,gordoer01,PHI,768,-0.8,-0.8,0.1,SG,2025,3303771.0
Devonte' Graham,grahade01,CHO,1659,1.8,-1.1,1.1,PG,2021,163861.0
Devonte' Graham,grahade01,NOP,2162,0.2,-1.2,0.5,PG,2022,11000000.0
Devonte' Graham,grahade01,NOP,811,-0.4,0.6,0.4,PG,2023,11550000.0
Devonte' Graham,grahade01,SAS,313,-3.0,-0.9,-0.1,PG,2024,12100000.0
Jerami Grant,grantje01,DET,1829,1.9,-0.8,1.4,SF,2021,19050000.0
Jerami Grant,grantje01,DET,1500,1.4,-0.2,1.2,PF,2022,20002500.0
Jerami Grant,grantje01,POR,2246,1.2,-1.4,1.0,PF,2023,20955000.0
Jerami Grant,grantje01,POR,1830,1.0,-1.1,0.9,PF,2024,27586207.0
Jerami Grant,grantje01,POR,1524,-1.4,-0.3,0.1,PF,2025,29793104.0
A.J. Green,greenaj01,MIL,614,-0.4,-1.7,0.0,SG,2024,1801769.0
A.J. Green,greenaj01,MIL,1659,-1.7,-0.4,-0.1,SG,2025,2120693.0
Danny Green,greenda02,PHI,1934,0.4,1.5,1.9,SF,2021,15365853.0
Danny Green,greenda02,PHI,1353,-1.4,0.8,0.5,SF,2022,10000000.0
Danny Green,greenda02,CLE,95,0.5,0.7,0.1,SG,2023,2000000.0
Danny Green,greenda02,PHI,18,-7.4,0.8,0.0,SG,2024,2019706.0
Draymond Green,greendr01,GSW,1982,-1.6,3.3,1.9,PF,2021,22246956.0
Draymond Green,greendr01,GSW,1329,-1.4,4.6,1.8,PF,2022,24026712.0
Draymond Green,greendr01,GSW,2297,-1.8,2.6,1.6,PF,2023,25806468.0
Draymond Green,greendr01,GSW,1490,-0.6,3.0,1.6,PF,2024,22321429.0
Draymond Green,greendr01,GSW,1983,-2.3,2.8,1.3,PF,2025,24107143.0
JaMychal Green,greenja01,DEN,1120,-0.5,-1.0,0.1,PF,2021,7199760.0
JaMychal Green,greenja01,DEN,1085,-2.0,0.1,0.0,PF,2022,8200000.0
JaMychal Green,greenja01,GSW,797,-0.7,0.2,0.3,PF,2023,1836090.0
Javonte Green,greenja02,BOS,345,-1.7,1.3,0.1,SF,2021,1517981.0
Javonte Green,greenja02,CHI,1519,-0.6,0.7,0.8,SF,2022,1669178.0
Javonte Green,greenja02,CHI,480,-1.1,2.5,0.4,SF,2023,1815677.0
Javonte Green,greenja02,NOP,1092,-2.5,0.3,0.0,SG,2025,599862.0
Jalen Green,greenja05,HOU,2138,-0.5,-2.4,-0.5,SG,2022,8992200.0
Jalen Green,greenja05,HOU,2602,0.5,-2.6,0.0,SG,2023,9441840.0
Jalen Green,greenja05,HOU,2601,0.4,-0.9,1.0,SG,2024,9891480.0
Jalen Green,greenja05,HOU,2697,1.1,-0.5,1.7,SG,2025,12483048.0
Jeff Green,greenje02,BRK,1835,0.0,-0.9,0.5,PF,2021,1620564.0
Jeff Green,greenje02,DEN,1849,-1.2,-1.3,-0.2,PF,2022,4500000.0
Jeff Green,greenje02,DEN,1091,-2.4,-1.0,-0.4,PF,2023,4500000.0
Jeff Green,greenje02,HOU,1307,-1.6,-0.4,0.0,PF,2024,9600000.0
Jeff Green,greenje02,HOU,396,0.3,0.0,0.2,PF,2025,8000000.0
Josh Green,greenjo02,DAL,445,-3.7,0.1,-0.2,SG,2021,2816760.0
Josh Green,greenjo02,DAL,1039,-2.4,1.4,0.3,SG,2022,2957520.0
Josh Green,greenjo02,DAL,1539,-1.9,-0.6,-0.2,SG,2023,3098400.0
Josh Green,greenjo02,DAL,1505,-2.4,-0.3,-0.3,SG,2024,4765339.0
Josh Green,greenjo02,CHO,1887,-4.5,0.2,-1.1,SG,2025,12654321.0
AJ Griffin,griffaj01,ATL,1401,-0.3,-0.5,0.4,SF,2023,3536160.0
AJ Griffin,griffaj01,ATL,171,-6.0,-3.5,-0.3,SF,2024,3712920.0
Blake Griffin,griffbl01,DET,626,-1.9,-0.3,-0.1,PF,2021,776983.0
Blake Griffin,griffbl01,BRK,958,-0.6,0.1,0.3,C,2022,1669178.0
Blake Griffin,griffbl01,BOS,569,-1.4,1.5,0.3,C,2023,1836090.0
Quentin Grimes,grimequ01,NYK,786,-1.2,0.9,0.3,SG,2022,2168760.0
Quentin Grimes,grimequ01,NYK,2121,-0.3,0.1,1.0,SG,2023,2277000.0
Quentin Grimes,grimequ01,NYK,910,-1.9,0.4,0.1,SG,2024,2385720.0
Quentin Grimes,grimequ01,DAL,1070,0.1,-0.4,0.5,SG,2025,4296615.0
Mouhamed Gueye,gueyemo02,ATL,73,-2.1,0.6,0.0,PF,2024,1119563.0
Mouhamed Gueye,gueyemo02,ATL,533,-1.6,1.0,0.2,PF,2025,1891858.0
Rui Hachimura,hachiru01,WAS,1797,-2.2,-1.0,-0.5,PF,2021,4692840.0
Rui Hachimura,hachiru01,WAS,943,0.2,-1.7,0.1,PF,2022,4916160.0
Rui Hachimura,hachiru01,LAL,738,-1.4,-0.5,0.0,PF,2023,6263188.0
Rui Hachimura,hachiru01,LAL,1826,0.0,-0.9,0.5,PF,2024,15740741.0
Rui Hachimura,hachiru01,LAL,1869,-0.1,-0.6,0.6,PF,2025,17000000.0
Tyrese Haliburton,halibty01,SAC,1746,1.9,-0.5,1.5,PG,2021,3831840.0
Tyrese Haliburton,halibty01,SAC,1757,2.2,0.4,2.0,SG,2022,4023600.0
Tyrese Haliburton,halibty01,IND,1883,7.0,0.2,4.4,PG,2023,4215120.0
Tyrese Haliburton,halibty01,IND,2224,7.3,-0.4,5.0,PG,2024,5808435.0
Tyrese Haliburton,halibty01,IND,2451,5.7,0.2,4.9,PG,2025,42176000.0
R.J. Hampton,hamptrj01,ORL,655,-2.0,-1.3,-0.2,SG,2021,2193040.0
R.J. Hampton,hamptrj01,ORL,1402,-4.0,-0.1,-0.7,SG,2022,2303040.0
R.J. Hampton,hamptrj01,DET,389,-3.0,-1.4,-0.2,SG,2023,485403.0
R.J. Hampton,hamptrj01,MIA,76,-8.1,-1.4,-0.1,PG,2024,1997238.0
Tim Hardaway Jr.,hardati02,DAL,1985,2.0,-1.7,1.2,SG,2021,18975000.0
Tim Hardaway Jr.,hardati02,DAL,1245,-0.4,0.2,0.6,SG,2022,21308816.0
Tim Hardaway Jr.,hardati02,DAL,2152,-0.3,-1.5,0.1,SF,2023,19602273.0
Tim Hardaway Jr.,hardati02,DAL,2120,-0.8,-2.1,-0.5,SF,2024,17897728.0
Tim Hardaway Jr.,hardati02,DET,2153,-1.1,-0.9,0.0,SG,2025,16193183.0
James Harden,hardeja01,BRK,1319,6.4,1.3,3.2,PG,2021,41254920.0
James Harden,hardeja01,BRK,1627,3.7,0.4,2.5,PG,2022,44310840.0
James Harden,hardeja01,PHI,2135,5.1,0.3,4.0,PG,2023,33000000.0
James Harden,hardeja01,LAC,2470,3.8,0.3,3.8,PG,2024,35640000.0
James Harden,hardeja01,LAC,2789,3.5,0.8,4.4,PG,2025,33653846.0
Jaden Hardy,hardyja02,DAL,708,-0.4,-1.9,0.0,SG,2023,1017781.0
Jaden Hardy,hardyja02,DAL,989,-2.0,-2.1,-0.5,SG,2024,1719864.0
Jaden Hardy,hardyja02,DAL,907,-2.8,-1.9,-0.6,SG,2025,2019699.0
Maurice Harkless,harklma01,SAC,648,-3.8,0.0,-0.3,PF,2021,3623000.0
Maurice Harkless,harklma01,SAC,863,-3.7,0.4,-0.3,SF,2022,4347600.0
Montrezl Harrell,harremo01,LAL,1580,2.3,0.7,2.0,C,2021,9258000.0
Montrezl Harrell,harremo01,WAS,1117,4.3,0.6,1.9,C,2022,9720900.0
Montrezl Harrell,harremo01,PHI,681,-0.9,-0.4,0.1,C,2023,2463490.0
Gary Harris,harriga01,DEN,581,-2.2,-0.6,-0.1,SG,2021,19610714.0
Gary Harris,harriga01,ORL,1730,-2.0,-0.4,-0.2,SG,2022,20482143.0
Gary Harris,harriga01,ORL,1184,-1.4,0.7,0.4,SG,2023,13000000.0
Gary Harris,harriga01,ORL,1297,-2.3,1.1,0.3,SG,2024,13000000.0
Gary Harris,harriga01,ORL,711,-3.9,1.2,-0.1,SG,2025,6730769.0
Joe Harris,harrijo01,BRK,2141,1.6,-1.2,1.3,SF,2021,16071429.0
Joe Harris,harrijo01,BRK,423,-0.9,-0.5,0.1,SF,2022,17357143.0
Joe Harris,harrijo01,BRK,1527,-0.6,-0.6,0.3,SF,2023,18642857.0
Joe Harris,harrijo01,DET,170,-4.7,-1.1,-0.2,SG,2024,19928571.0
Shaquille Harrison,harrish01,DEN,277,-5.4,1.8,-0.1,SG,2021,1620564.0
Shaquille Harrison,harrish01,POR,120,-2.5,2.6,0.1,SG,2023,12260.0
Tobias Harris,harrito02,PHI,2014,2.9,0.8,2.9,PF,2021,34358850.0
Tobias Harris,harrito02,PHI,2543,0.6,-0.6,1.3,PF,2022,35995950.0
Tobias Harris,harrito02,PHI,2436,0.6,0.1,1.7,SF,2023,37633050.0
Tobias Harris,harrito02,PHI,2368,1.0,-0.1,1.7,PF,2024,39270150.0
Tobias Harris,harrito02,DET,2305,-0.5,0.6,1.2,PF,2025,25365854.0
Isaiah Hartenstein,harteis01,CLE,287,-0.6,2.3,0.3,C,2021,1620564.0
Isaiah Hartenstein,harteis01,LAC,1216,1.4,3.1,2.0,C,2022,1669178.0
Isaiah Hartenstein,harteis01,NYK,1626,-1.5,1.2,0.7,C,2023,7804879.0
Isaiah Hartenstein,harteis01,NYK,1896,0.7,2.8,2.6,C,2024,9245121.0
Isaiah Hartenstein,harteis01,OKC,1590,0.6,2.6,2.1,C,2025,30000000.0
Josh Hart,hartjo01,NOP,1349,-1.1,0.3,0.4,SF,2021,3491159.0
Josh Hart,hartjo01,NOP,1374,-0.2,0.9,0.9,SG,2022,12000000.0
Josh Hart,hartjo01,POR,1704,-0.9,0.7,0.8,SF,2023,12960000.0
Josh Hart,hartjo01,NYK,2707,-1.3,1.4,1.4,SF,2024,12960000.0
Josh Hart,hartjo01,NYK,2897,1.1,1.8,3.6,SG,2025,18144000.0
Udonis Haslem,hasleud01,MIA,3,24.1,7.0,0.0,C,2021,1620564.0
Udonis Haslem,hasleud01,MIA,83,-6.4,-0.7,-0.1,C,2022,1669178.0
Udonis Haslem,hasleud01,MIA,71,-8.2,-3.9,-0.2,C,2023,1836090.0
Sam Hauser,hausesa01,BOS,158,2.7,-0.3,0.2,SF,2022,313737.0
Sam Hauser,hausesa01,BOS,1290,0.6,0.4,1.0,SF,2023,1563518.0
Sam Hauser,hausesa01,BOS,1741,1.2,0.0,1.4,SF,2024,1927896.0
Sam Hauser,hausesa01,BOS,1541,0.9,-0.1,1.1,PF,2025,2092344.0
Jordan Hawkins,hawkijo01,NOP,1160,-1.3,-1.7,-0.3,SG,2024,4310160.0
Jordan Hawkins,hawkijo01,NOP,1321,-2.4,-3.0,-1.2,SG,2025,4525680.0
Jaxson Hayes,hayesja02,NOP,964,0.6,0.0,0.6,C,2021,5105160.0
Jaxson Hayes,hayesja02,NOP,1398,0.6,-0.3,0.8,C,2022,5348280.0
Jaxson Hayes,hayesja02,NOP,610,-2.2,1.0,0.1,C,2023,6803012.0
Jaxson Hayes,hayesja02,LAL,877,-2.8,0.9,0.0,C,2024,2165000.0
Jaxson Hayes,hayesja02,LAL,1093,-1.6,1.3,0.5,C,2025,2463946.0
Killian Hayes,hayeski01,DET,670,-6.3,-0.9,-0.9,PG,2021,5307120.0
Killian Hayes,hayeski01,DET,1647,-4.3,0.8,-0.6,PG,2022,5572680.0
Killian Hayes,hayeski01,DET,2154,-3.3,-0.5,-1.0,PG,2023,5572680.0
Killian Hayes,hayeski01,DET,1008,-2.9,0.2,-0.2,PG,2024,7413955.0
Gordon Hayward,haywago01,CHO,1496,1.6,-0.1,1.4,SF,2021,28500000.0
Gordon Hayward,haywago01,CHO,1564,0.1,-0.8,0.5,SF,2022,29925000.0
Gordon Hayward,haywago01,CHO,1577,-1.1,-0.3,0.2,SF,2023,30075000.0
Gordon Hayward,haywago01,CHO,798,-1.2,-0.6,0.0,SF,2024,31500000.0
Scoot Henderson,hendesc01,POR,1765,-3.5,-2.3,-1.7,PG,2024,9770880.0
Scoot Henderson,hendesc01,POR,1759,-1.4,-0.8,-0.1,PG,2025,10259160.0
Taylor Hendricks,hendrta01,UTA,856,-1.3,-0.4,0.1,PF,2024,5569920.0
Taylor Hendricks,hendrta01,UTA,75,-4.8,1.3,0.0,PF,2025,5848680.0
Juancho Hernangómez,hernaju01,MIN,900,-1.1,-1.8,-0.2,PF,2021,6493000.0
Juancho Hernangómez,hernaju01,UTA,298,1.5,0.7,0.3,PF,2022,6907815.0
Juancho Hernangómez,hernaju01,TOR,614,-3.5,0.2,-0.2,PF,2023,1836090.0
Willy Hernangómez,hernawi01,NOP,846,1.0,-1.0,0.4,C,2021,1620564.0
Willy Hernangómez,hernawi01,NOP,839,1.8,-1.5,0.5,C,2022,2327220.0
Willy Hernangómez,hernawi01,NOP,458,-0.2,0.5,0.3,C,2023,2443581.0
Tyler Herro,herroty01,MIA,1635,-0.3,-1.0,0.3,SG,2021,2582160.0
Tyler Herro,herroty01,MIA,2151,1.6,-0.9,1.5,SG,2022,4004280.0
Tyler Herro,herroty01,MIA,2337,1.5,-0.8,1.6,SG,2023,5722116.0
Tyler Herro,herroty01,MIA,1407,1.5,-0.7,1.0,SG,2024,27000000.0
Tyler Herro,herroty01,MIA,2725,3.8,-0.7,3.5,SG,2025,29000000.0
Buddy Hield,hieldbu01,SAC,2433,1.0,-1.6,0.9,SG,2021,24701834.0
Buddy Hield,hieldbu01,SAC,1574,0.2,-1.5,0.3,SG,2022,22768890.0
Buddy Hield,hieldbu01,IND,2482,2.5,-0.6,2.4,SF,2023,22768890.0
Buddy Hield,hieldbu01,IND,1336,1.0,-0.8,0.7,SF,2024,19279841.0
Buddy Hield,hieldbu01,GSW,1863,-0.7,-0.3,0.5,SG,2025,8780488.0
Haywood Highsmith,highsha01,MIA,163,-3.3,-1.3,-0.1,SF,2022,290967.0
Haywood Highsmith,highsha01,MIA,969,-3.7,0.7,-0.3,PF,2023,1752638.0
Haywood Highsmith,highsha01,MIA,1366,-1.8,1.1,0.5,PF,2024,1902137.0
Haywood Highsmith,highsha01,MIA,1818,-2.7,0.9,0.1,SF,2025,5200000.0
George Hill,hillge01,OKC,369,0.9,0.1,0.3,PG,2021,9590602.0
George Hill,hillge01,MIL,1253,-2.2,0.6,0.1,PG,2022,4000000.0
George Hill,hillge01,MIL,668,-2.8,1.2,0.0,PG,2023,4000000.0
Solomon Hill,hillso01,ATL,1513,-3.0,0.5,-0.2,PF,2021,1620564.0
Solomon Hill,hillso01,ATL,139,-5.2,1.2,-0.1,SF,2022,1669178.0
Aaron Holiday,holidaa01,IND,1176,-3.3,-0.9,-0.7,PG,2021,2345640.0
Aaron Holiday,holidaa01,WAS,663,-2.4,0.3,0.0,PG,2022,3980551.0
Aaron Holiday,holidaa01,ATL,845,-2.9,0.9,0.0,PG,2023,1836090.0
Aaron Holiday,holidaa01,HOU,1269,-1.8,0.3,0.2,PG,2024,2019706.0
Aaron Holiday,holidaa01,HOU,792,-0.4,0.1,0.3,PG,2025,4668000.0
Jrue Holiday,holidjr01,MIL,1907,2.8,0.6,2.6,PG,2021,26231111.0
Jrue Holiday,holidjr01,MIL,2207,2.9,0.3,2.9,PG,2022,32413333.0
Jrue Holiday,holidjr01,MIL,2183,3.0,0.1,2.8,PG,2023,33665040.0
Jrue Holiday,holidjr01,BOS,2263,1.0,1.1,2.4,PG,2024,36861707.0
Jrue Holiday,holidjr01,BOS,1896,-0.3,1.0,1.3,PG,2025,30000000.0
Justin Holiday,holidju01,IND,2183,-0.9,-0.1,0.6,SG,2021,5720000.0
Justin Holiday,holidju01,IND,1416,-0.8,-0.8,0.1,SF,2022,6006420.0
Justin Holiday,holidju01,ATL,411,-3.1,-0.6,-0.2,SF,2023,569821.0
Justin Holiday,holidju01,DEN,862,-2.5,0.9,0.1,SG,2024,2019706.0
Rondae Hollis-Jefferson,holliro01,POR,107,-1.1,1.2,0.1,PF,2021,210895.0
Richaun Holmes,holmeri01,SAC,1782,0.6,0.0,1.2,C,2021,5005350.0
Richaun Holmes,holmeri01,SAC,1074,-0.4,-0.1,0.4,C,2022,10384500.0
Richaun Holmes,holmeri01,SAC,348,-2.0,-0.9,-0.1,C,2023,11215260.0
Richaun Holmes,holmeri01,WAS,318,-2.4,-1.0,-0.1,PF,2024,12046020.0
Richaun Holmes,holmeri01,WAS,534,1.2,0.0,0.4,PF,2025,12648321.0
Chet Holmgren,holmgch01,OKC,2413,1.8,1.5,3.3,C,2024,10386000.0
Chet Holmgren,holmgch01,OKC,877,0.5,1.9,1.0,C,2025,10880640.0
Rodney Hood,hoodro01,POR,726,-5.3,-1.5,-0.9,SF,2021,10047450.0
Rodney Hood,hoodro01,MIL,581,-3.2,-0.2,-0.2,PF,2022,1669178.0
Jalen Hood-Schifino,hoodsja01,LAL,109,-12.4,-3.7,-0.4,SG,2024,3695040.0
Jalen Hood-Schifino,hoodsja01,PHI,301,-4.5,-2.6,-0.4,SG,2025,3879840.0
Al Horford,horfoal01,OKC,782,2.0,1.4,1.1,C,2021,27500000.0
Al Horford,horfoal01,BOS,2005,1.4,2.9,3.2,C,2022,27000000.0
Al Horford,horfoal01,BOS,1922,1.6,1.7,2.5,C,2023,26500000.0
Al Horford,horfoal01,BOS,1740,1.7,2.0,2.5,C,2024,10000000.0
Al Horford,horfoal01,BOS,1659,0.1,1.1,1.3,C,2025,9500000.0
Talen Horton-Tucker,hortota01,LAL,1304,-2.6,1.5,0.3,SG,2021,1517981.0
Talen Horton-Tucker,hortota01,LAL,1511,-3.2,-0.2,-0.5,SG,2022,9500000.0
Talen Horton-Tucker,hortota01,UTA,1313,-1.1,-0.5,0.2,SG,2023,10260000.0
Talen Horton-Tucker,hortota01,UTA,1009,-0.9,-0.4,0.2,PG,2024,11020000.0
Talen Horton-Tucker,hortota01,CHI,724,-1.4,-1.1,-0.1,SG,2025,2087519.0
Danuel House Jr.,houseda01,HOU,932,-2.8,-0.7,-0.3,SF,2021,3717000.0
Danuel House Jr.,houseda01,UTA,491,0.5,0.7,0.4,SF,2022,565986.0
Danuel House Jr.,houseda01,PHI,807,-2.5,-0.5,-0.2,SF,2023,4105000.0
Danuel House Jr.,houseda01,PHI,509,-3.4,-0.5,-0.3,SF,2024,4310250.0
Caleb Houstan,houstca01,ORL,812,-3.1,-0.9,-0.4,SF,2023,2000000.0
Caleb Houstan,houstca01,ORL,815,-1.4,-0.5,0.0,SF,2024,2000000.0
Caleb Houstan,houstca01,ORL,788,-2.4,0.2,0.0,SF,2025,2019693.0
Dwight Howard,howardw01,PHI,1196,-2.1,0.6,0.1,C,2021,1620564.0
Dwight Howard,howardw01,LAL,971,-0.2,0.0,0.4,C,2022,1669178.0
Jett Howard,howarje01,ORL,67,-1.4,-0.3,0.0,SF,2024,5026800.0
Jett Howard,howarje01,ORL,701,-4.1,-1.2,-0.6,SF,2025,5278320.0
Kevin Huerter,huertke01,ATL,2126,-0.6,0.4,1.0,SG,2021,2761920.0
Kevin Huerter,huertke01,ATL,2188,-0.5,-0.7,0.4,SF,2022,4253357.0
Kevin Huerter,huertke01,SAC,2203,1.4,-0.3,1.7,SG,2023,14508929.0
Kevin Huerter,huertke01,SAC,1562,-0.5,-0.4,0.5,SG,2024,15669643.0
Kevin Huerter,huertke01,SAC,899,-2.3,0.0,-0.1,SG,2025,16830357.0
Jay Huff,huffja01,MEM,748,2.5,1.0,1.1,C,2025,2088033.0
Elijah Hughes,hugheel01,UTA,64,-1.4,-1.3,0.0,SF,2021,898310.0
Elijah Hughes,hugheel01,POR,322,-6.6,-2.3,-0.6,SG,2022,1517981.0
Ariel Hukporti,hukpoar01,NYK,217,-6.5,0.9,-0.2,C,2025,1064558.0
De'Andre Hunter,huntede01,ATL,678,0.6,0.6,0.5,SF,2021,7422000.0
De'Andre Hunter,huntede01,ATL,1577,-2.4,-1.5,-0.8,SF,2022,7775400.0
De'Andre Hunter,huntede01,ATL,2126,-1.9,-1.4,-0.7,SF,2023,9835881.0
De'Andre Hunter,huntede01,ATL,1681,-0.9,-1.5,-0.2,SF,2024,20089286.0
De'Andre Hunter,huntede01,ATL,1064,0.9,-1.4,0.4,SF,2025,21696429.0
Chandler Hutchison,hutchch01,WAS,282,-4.9,0.3,-0.2,SF,2021,2443440.0
Chandler Hutchison,hutchch01,PHO,22,-8.0,-0.5,0.0,SF,2022,4019459.0
Bones Hyland,hylanbo01,DEN,1310,0.3,-0.7,0.5,SG,2022,2096880.0
Bones Hyland,hylanbo01,DEN,820,0.6,-1.4,0.3,PG,2023,2201520.0
Bones Hyland,hylanbo01,LAC,540,-2.8,-0.8,-0.2,PG,2024,2306400.0
Bones Hyland,hylanbo01,LAC,222,1.2,1.9,0.3,PG,2025,4158439.0
Serge Ibaka,ibakase01,LAC,955,1.2,0.2,0.8,C,2021,9258000.0
Serge Ibaka,ibakase01,LAC,538,-1.3,0.3,0.1,C,2022,9720900.0
Oso Ighodaro,ighodos01,PHO,1045,-2.9,0.3,-0.2,PF,2025,1157153.0
Andre Iguodala,iguodan01,MIA,1339,-2.2,1.8,0.5,SF,2021,15000000.0
Andre Iguodala,iguodan01,GSW,603,-0.9,3.7,0.7,SF,2022,1669178.0
Andre Iguodala,iguodan01,GSW,113,-4.3,1.7,0.0,PF,2023,1836090.0
Ersan İlyasova,ilyaser01,UTA,148,-2.5,1.7,0.0,PF,2021,754783.0
Joe Ingles,inglejo01,UTA,1867,2.6,0.9,2.6,SF,2021,10863637.0
Joe Ingles,inglejo01,UTA,1122,-0.7,0.5,0.5,SF,2022,13036364.0
Joe Ingles,inglejo01,MIL,1044,-1.6,0.8,0.3,SF,2023,6479000.0
Joe Ingles,inglejo01,ORL,1169,-1.7,1.2,0.5,SF,2024,11000000.0
Joe Ingles,inglejo01,MIN,114,-6.9,-0.1,-0.1,SF,2025,2087519.0
Brandon Ingram,ingrabr01,NOP,2093,3.3,-1.1,2.2,SF,2021,27285000.0
Brandon Ingram,ingrabr01,NOP,1869,2.6,-0.6,1.9,SF,2022,29467800.0
Brandon Ingram,ingrabr01,NOP,1538,2.2,-0.4,1.5,SF,2023,31650600.0
Brandon Ingram,ingrabr01,NOP,2103,1.4,-0.3,1.7,SF,2024,33833400.0
Brandon Ingram,ingrabr01,NOP,595,1.4,-1.7,0.3,SF,2025,36016200.0
Kyrie Irving,irvinky01,BRK,1886,5.7,-0.2,3.6,PG,2021,31742000.0
Kyrie Irving,irvinky01,BRK,1091,4.2,-1.2,1.4,PG,2022,35328700.0
Kyrie Irving,irvinky01,BRK,1478,4.6,-0.8,2.2,PG,2023,38917057.0
Kyrie Irving,irvinky01,DAL,2030,4.8,0.1,3.6,SG,2024,37037037.0
Kyrie Irving,irvinky01,DAL,1804,3.9,-0.5,2.5,SG,2025,41000000.0
Jonathan Isaac,isaacjo01,ORL,124,1.0,3.0,0.2,PF,2023,17400000.0
